customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5196-CIURK,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),94.45,6799.39,0
5002-YWBIN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.95,3371.52,0
9963-IMROJ,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),73.91,4367.91,0
4407-LTEBJ,Female,1,Yes,No,16,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,65.86,1059.42,0
8334-ZQPXC,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.99,1031.19,1
6289-VGZQF,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),125.75,878.24,1
2173-DQIDG,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),101.93,2046.04,0
3262-BQXHW,Female,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.19,827.12,0
3429-OOHPS,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,75.79,5452.73,1
6930-BWXQZ,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.47,1461.09,1
4151-YOMOD,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,91.85,821.42,1
5573-LDCVQ,Male,0,No,No,24,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.33,1682.49,0
7997-RYRWQ,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),121.31,113.66,1
9779-WUXDL,Male,1,No,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.57,157.43,1
8865-WVUTO,Male,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),17.04,449.19,1
7811-PEUOQ,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.06,112.34,0
4057-EMSMR,Male,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,84.01,2763.42,0
7349-DDTTS,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.85,33.84,0
1364-LGYLU,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),102.54,2159.94,0
1579-BBEWJ,Female,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.1,2725.24,1
4039-JIMGE,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.61,1709.77,0
7537-JFSUH,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,98.32,5114.99,0
7747-QGNUU,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.59,285.49,0
5144-IQEZY,Female,0,No,No,30,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.04,2674.03,1
4645-THFKS,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.01,180.84,1
4555-RAMNX,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),113.13,4742.77,0
7752-KQDZL,Female,1,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,93.8,4964.97,1
7238-FYAGZ,Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45.1,1480.52,0
9283-PXNWT,Female,0,Yes,No,7,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,59.45,406.33,1
6011-FVYEX,Male,1,No,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.87,88.69,1
2812-ROFYS,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.48,1095.02,0
2407-AAMCJ,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,92.65,657.48,1
5372-CIHCY,Male,1,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.03,1384.89,1
5332-FMWTT,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.51,518.27,1
5052-XWPWF,Female,0,Yes,No,3,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,88.3,269.07,1
6490-UMQWI,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),127.34,5484.32,0
1848-BSSXG,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,93.16,4467.58,0
9894-JJTIQ,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.42,4423.31,0
5378-OBDSQ,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),73.18,361.93,1
6585-UVGQG,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,93.36,1207.52,0
8715-HMDFY,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),97.52,388.49,1
8837-LDXID,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),121.28,3145.56,1
9498-XNERJ,Male,1,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,66.0,2583.33,0
6176-SLRQX,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.92,2357.99,1
6398-QAOIO,Female,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,114.74,2058.01,0
1919-CVSML,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,95.01,2841.68,0
4392-UQMAJ,Female,0,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.42,46.81,0
2070-GVRPN,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.98,500.48,1
8194-RGQRL,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,66.54,597.11,1
2502-BGDRF,Male,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.34,1367.95,0
7654-IINHS,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,126.58,9110.45,0
3594-RENDG,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),108.45,5105.17,0
4539-YLBKN,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),75.63,454.22,1
5911-TFWDO,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,101.83,606.65,0
1087-YAGYL,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.87,1059.59,1
7276-LRJFL,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,102.22,7366.81,1
9038-RBJOL,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,118.21,348.87,0
3064-DGISW,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),108.72,7827.17,1
1118-BFRFM,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.36,506.86,1
4250-BLONF,Male,0,No,No,52,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),78.87,4093.65,1
8857-ERCCV,Male,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),83.44,3504.62,1
9021-JSCLP,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,112.41,5730.14,0
5752-GMXBD,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),91.68,4859.94,0
4209-GXQTF,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),124.31,621.59,0
8890-EJIMS,Female,0,No,No,36,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),70.93,2547.76,1
4557-DXCCD,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,103.77,2805.05,1
8160-EHPVC,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),111.45,5564.17,0
4127-LYHMD,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.47,1683.32,1
1845-MFQDH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,113.83,1361.51,0
6360-CQIBY,Male,0,No,No,31,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),77.66,2414.94,0
9257-TKZVO,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.06,591.27,0
3486-CCZLX,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,95.72,3918.57,0
2036-IYUML,Male,1,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.39,604.81,0
2548-XJAYH,Female,1,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.04,27.85,1
4957-PMCCX,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,93.07,1762.69,1
9708-ZKGUX,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.92,4176.25,0
4945-TBCHK,Female,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.62,605.73,0
5934-MBFIT,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.77,3161.19,0
3785-RPYLG,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.63,145.76,1
2574-QMKFW,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,121.11,1211.81,1
6210-NFFBV,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,102.96,1130.14,1
2875-YOQHE,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),83.44,89.37,1
9240-TAVRO,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.42,70.58,1
3833-FVUES,Male,1,No,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.01,110.15,0
5777-PLRWA,Male,0,Yes,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.46,814.29,1
1821-FCBBM,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46.79,2061.17,0
4535-EWUGM,Male,1,Yes,No,29,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,78.24,2271.06,0
3707-XZMZG,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.32,1557.99,1
1564-FEWBU,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),82.05,568.75,1
7030-ZPSIV,Male,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.23,79.06,0
5732-ZSGDC,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,95.24,376.16,0
7207-TKAFZ,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,70.16,769.2,1
6322-AUGFN,Male,1,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,96.19,1056.33,0
5161-DKORA,Female,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.14,232.62,1
9638-CCGAY,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,74.27,5348.19,0
8210-FTCSB,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),98.35,1381.86,1
5305-LJEIB,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.39,297.86,0
2211-FJRLD,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.55,1204.08,1
1501-UQOFP,Female,0,Yes,No,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.51,312.22,0
9880-CJENZ,Male,1,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.43,998.98,1
6820-UMZFL,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),91.44,277.88,1
5366-PAPEC,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.07,36.35,1
5958-MXPWK,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,111.95,1799.04,1
1148-BVFZZ,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,110.39,1766.33,1
9186-FNYKH,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),128.39,506.0,0
3823-AUGFU,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.6,3968.67,0
9391-SVUXT,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.77,345.01,1
3311-ZNRYP,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),85.76,2996.08,0
6785-JVPDT,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,69.91,350.98,0
8532-VEVGW,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),78.05,545.49,1
4815-PFPFN,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.63,320.9,0
5468-AYIYX,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,117.21,705.25,0
4673-SQKHW,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),103.85,7483.49,0
7697-GJDIZ,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,73.13,519.18,0
4885-BYIUA,Male,0,Yes,Yes,15,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,59.69,894.39,0
7985-JTYVC,Male,0,Yes,No,31,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),68.41,2129.72,0
9828-ZFUBZ,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),108.32,968.56,1
4670-BLVET,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.95,35.35,0
5631-PTAAQ,Male,0,No,No,34,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),66.65,2265.92,0
7906-AUTMI,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,109.06,871.01,1
8938-NWKXV,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),121.53,5949.81,1
6611-MZMAX,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.04,516.84,1
6577-CXDPH,Male,1,No,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),87.27,1998.95,1
3063-QSVOP,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,83.25,5995.88,0
2294-YBKAO,Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.08,4085.72,1
2603-KECMJ,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,109.67,4051.87,0
2098-RBGIJ,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,75.51,1353.29,1
4787-GQZAE,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.94,142.23,1
1175-OBIGD,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.36,2044.51,0
9867-MAXCP,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.81,91.08,1
8965-VDYWY,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,92.03,4783.67,0
2849-SAESV,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,126.14,4294.62,1
4799-KMTEU,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),98.44,3846.15,0
6795-DDTUR,Male,1,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.83,508.03,1
2487-IRVBU,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.58,157.9,1
3431-LGOGV,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.46,1034.27,0
9793-UQPSI,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,120.51,8668.67,1
7622-NQEBT,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,109.81,5056.22,1
5271-NNACZ,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.45,1601.61,0
7073-OSTBS,Male,0,No,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),102.5,2452.17,1
8396-RPDLG,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,100.93,207.09,1
9461-WLCEQ,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),43.76,2056.48,0
9697-JJKQE,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,76.43,460.08,0
9553-IQADD,Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),97.9,676.56,0
8281-NYOFX,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.07,1452.98,0
1681-ODRRY,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.16,3388.8,0
5016-LGPKN,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,105.18,106.11,1
5157-JFMJR,Female,0,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,83.89,505.34,1
7713-PYYFM,Male,0,No,No,40,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,62.78,2510.89,0
4936-TEHLB,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.34,7117.48,1
7379-EVEMI,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),58.56,418.09,0
8456-CRLCZ,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.13,3712.96,1
3744-IZBCN,Female,1,Yes,Yes,16,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,75.54,1204.28,1
5675-YSMGL,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),95.83,1057.53,0
3722-WWIBV,Male,0,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,99.1,5356.8,1
1808-LLOBR,Female,0,No,No,19,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,88.42,1681.74,1
9012-NEZJL,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),111.85,3127.52,0
2353-XKYBE,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,94.41,1989.23,1
2790-FVWCM,Male,1,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),78.77,1883.29,1
3073-YXUFK,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.51,610.75,1
7841-QJLQD,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),120.23,2154.94,0
8129-RUDHT,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),62.29,2806.16,0
